"dbID";"planeID";"ADSHEX";"longitude";"latitude";"altitude";"radarID";"aircraft";"departing";"destination";"dateTime"
406;"8e2e401";"AA030B";34.7754;-105.4517;40975.0;"T-KABQ2";"B737";"SJC";"DAL";"2016-02-22 14:21:24"
407;"8e2fc89";"868043";29.2495;129.7681;39000.0;"F-RJKI1";"B738";"OKA";"UKB";"2016-02-22 14:21:24"
408;"8e2ffeb";"8A03C4";-3.3229;105.2225;37975.0;"F-WICT3";"B738";"CGK";"BKK";"2016-02-22 14:21:24"
409;"8e27ed6";"392F31";51.663;-13.0871;39000.0;"T-EIKY1";"A343";"YUL";"CDG";"2016-02-22 14:21:24"
410;"8e2f572";"A071C0";37.8058;-88.6585;37000.0;"T-MLAT2";"B763";"MSP";"MCO";"2016-02-22 14:21:24"
411;"8e2f579";"A15B77";34.718;-77.1293;40000.0;"T-MLAT2";"E190";"HPN";"PBI";"2016-02-22 14:21:24"
412;"8e2ce28";"48414C";40.9615;-91.4069;38000.0;"F-KIRK1";"B738";"RSW";"MSP";"2016-02-22 14:21:24"
413;"8e2c828";"8A03D3";-5.6529;116.6576;38000.0;"F-WAAA2";"B739";"DJJ";"CGK";"2016-02-22 14:21:24"
414;"8e2e8e3";"76CEC8";8.3101;102.0327;40000.0;"F-WMKA2";"B772";"SIN";"BKK";"2016-02-22 14:21:24"
415;"8e2e8e1";"AD50A9";34.4807;-94.9572;38000.0;"T-MLAT2";"B737";"MDW";"AUS";"2016-02-22 14:21:24"
416;"8e278ed";"A9A901";38.5538;-116.0566;38000.0;"F-KCDC2";"B752";"JFK";"SFO";"2016-02-22 14:21:24"
417;"8e254bd";"406E11";52.0745;89.3642;37000.0;"F-UNBB1";"B789";"LHR";"HKG";"2016-02-22 14:21:24"
418;"8e2e40d";"780A1C";57.8025;-139.8433;37000.0;"T-F5M";"B748";"ANC";"DFW";"2016-02-22 14:21:24"
419;"8e2eeca";"A1A697";37.2283;-82.0161;37000.0;"T-MLAT2";"B737";"MCO";"CMH";"2016-02-22 14:21:24"
420;"8e2e979";"AD493B";30.5926;-83.1879;39000.0;"T-MLAT2";"B737";"MDW";"FLL";"2016-02-22 14:21:24"
421;"8e2ec87";"780650";34.4368;108.8886;37100.0;"F-ZLXG4";"B738";"KMG";"TSN";"2016-02-22 14:21:24"
422;"8e2453d";"ABCA08";48.3338;156.7102;38675.0;"T-EST1";"A332";"SEA";"NRT";"2016-02-22 14:21:24"
423;"8e2c1c3";"AD4EB4";36.9512;-109.6995;38000.0;"F-KDRO1";"B738";"MEX";"YVR";"2016-02-22 14:21:24"
424;"8e2da47";"780A93";11.7339;108.5779;38075.0;"F-VVTS3";"A333";"HKG";"SGN";"2016-02-22 14:21:24"
425;"8e2ea42";"7503C9";-5.3192;106.9648;37025.0;"F-WIII2";"A320";"KUL";"JOG";"2016-02-22 14:21:24"
426;"8e2e570";"A365B7";37.9852;-75.5362;37000.0;"T-MLAT2";"A319";"MSY";"JFK";"2016-02-22 14:21:24"
427;"8e2b27f";"478F47";58.5899;-45.1742;40975.0;"F-BGNN1";"A333";"EWR";"OSL";"2016-02-22 14:21:24"
428;"8e2f71c";"AC6445";39.2574;-75.1285;38000.0;"F-KTTN1";"B738";"EWR";"MIA";"2016-02-22 14:21:24"
429;"8e2fbae";"04C14B";5.9959;7.4102;39000.0;"F-DNAA2";"B738";"LOS";"NBO";"2016-02-22 14:21:24"
430;"8e2e578";"AD4059";36.7129;-100.4501;38025.0;"F-KDDC1";"A319";"MSY";"DEN";"2016-02-22 14:21:24"
431;"8e2f172";"880041";31.8284;131.8401;38000.0;"F-RJOI1";"B744";"KIX";"BKK";"2016-02-22 14:21:24"
432;"8e2a1f3";"89618F";6.2941;80.6789;37000.0;"F-VCCC1";"A388";"DXB";"PER";"2016-02-22 14:21:24"
433;"8e2f396";"E4800C";-13.5324;-39.2417;41000.0;"F-SBIL1";"B738";"CNF";"REC";"2016-02-22 14:21:24"
434;"8e2a872";"896188";42.1491;32.9647;40000.0;"F-LTAD3";"A388";"DXB";"CDG";"2016-02-22 14:21:24"
435;"8e2a1f5";"06A143";44.5116;24.9124;40000.0;"F-LBPL1";"A388";"DOH";"LHR";"2016-02-22 14:21:24"
436;"8e29bf4";"895057";43.3412;28.9683;40000.0;"F-LBBG3";"B788";"DXB";"LHR";"2016-02-22 14:21:24"
437;"8e2eec3";"E03247";-28.468;-50.29;37000.0;"T-MLAT2";"E190";"EZE";"GRU";"2016-02-22 14:21:24"
438;"8e2a7f0";"885179";18.8557;103.177;37975.0;"F-VLVT2";"B77W";"PEK";"BKK";"2016-02-22 14:21:24"
439;"8e29bf3";"89629D";42.9911;29.2201;38000.0;"F-LBWN2";"A333";"AUH";"FRA";"2016-02-22 14:21:24"
440;"8e2ec8f";"A24C01";44.4825;-98.451;38000.0;"T-MLAT2";"B737";"MDW";"SEA";"2016-02-22 14:21:24"
441;"8e1dc98";"440020";45.3941;24.5554;37000.0;"F-LBRS1";"B772";"BKK";"VIE";"2016-02-22 14:21:24"
442;"8e2e37c";"";53.3447;-55.2247;44900.0;"T-FAA1";"GLF5";"";"";"2016-02-22 14:21:24"
443;"8e28034";"E8021D";-8.1877;-79.0573;37000.0;"F-SPUR1";"B763";"MIA";"LIM";"2016-02-22 14:21:24"
444;"8e2f38e";"8A05B6";-5.9561;111.9414;37975.0;"F-WIIS3";"B738";"UPG";"CGK";"2016-02-22 14:21:24"
445;"8e2b473";"AAAE54";47.3186;-114.4577;37975.0;"T-MLAT2";"B762";"CVG";"BFI";"2016-02-22 14:21:24"
446;"8e2e57b";"424288";56.486;65.5513;38000.0;"F-USTO1";"B738";"KEJ";"DME";"2016-02-22 14:21:24"
447;"8e2f710";"A7E151";36.1765;-118.989;39999.0;"T-MLAT2";"B737";"SJD";"SEA";"2016-02-22 14:21:24"
448;"8e2f37a";"A06E09";41.814;-102.6633;37999.0;"T-MLAT2";"B763";"MSP";"LAS";"2016-02-22 14:21:24"
449;"8e24ee5";"3C4AD2";30.0403;77.4088;37000.0;"F-VIBT1";"B744";"FRA";"BKK";"2016-02-22 14:21:24"
450;"8e2c63a";"A4347B";33.9516;-131.9502;41000.0;"T-F5M";"A332";"HNL";"OAK";"2016-02-22 14:21:24"
451;"8e2c70f";"02A193";28.2162;-2.0467;37000.0;"F-DAUT1";"A320";"NKC";"TUN";"2016-02-22 14:21:24"
452;"8e1db69";"AAE1EA";62.1913;134.7615;37975.0;"F-UEEE1";"B788";"DFW";"PEK";"2016-02-22 14:21:24"
453;"8e2f007";"A2CFFC";37.3089;-88.9286;39000.0;"T-MLAT2";"B737";"AUS";"BOS";"2016-02-22 14:21:24"
454;"8e2ee6f";"A7AC54";38.9106;-122.5709;38325.0;"T-MLAT2";"B738";"SEA";"OAK";"2016-02-22 14:21:24"
455;"8e2ee6e";"A2C635";43.7376;-98.648;38000.0;"T-MLAT2";"B737";"MDW";"PDX";"2016-02-22 14:21:24"
456;"8e2ced7";"750265";44.7937;54.2369;38000.0;"F-UATE1";"A332";"FRU";"IST";"2016-02-22 14:21:24"
457;"8e2ced8";"A8F00E";38.8881;-75.319;37000.0;"F-KWAL1";"B763";"IAH";"LHR";"2016-02-22 14:21:24"
458;"8e2ced9";"AD34B3";9.7868;-83.2957;39000.0;"F-MRPV3";"B738";"MEX";"MDE";"2016-02-22 14:21:24"
459;"8e26476";"0C2083";-31.1763;-58.8063;38000.0;"F-SAAG2";"B738";"PTY";"EZE";"2016-02-22 14:21:24"
460;"8e2d433";"899077";34.141;139.2368;39425.0;"F-RJTY2";"A333";"TPE";"NRT";"2016-02-22 14:21:24"
461;"8e2f00f";"C00246";49.1655;-100.957;37000.0;"F-KDIK1";"B738";"YYC";"YYZ";"2016-02-22 14:21:24"
462;"8e2ab68";"3949E9";37.6865;6.271;37975.0;"F-DAAE1";"B772";"DLA";"CDG";"2016-02-22 14:21:24"
463;"8e2b654";"76CE2A";14.3487;80.1419;38000.0;"F-VOMM3";"B772";"SIN";"BOM";"2016-02-22 14:21:24"
464;"8e26b0b";"7582E3";14.7045;95.7476;41000.0;"F-VYYY2";"A333";"RUH";"MNL";"2016-02-22 14:21:24"
465;"8e285a3";"44CCDA";47.4997;6.0684;40000.0;"F-LFLO1";"A332";"NSI";"BRU";"2016-02-22 14:21:24"
466;"8e291aa";"896406";43.1696;26.3946;40000.0;"F-LBPL1";"A388";"AUH";"LHR";"2016-02-22 14:21:24"
467;"8e2f70f";"";41.237;-90.3083;39999.0;"T-MLAT2";"GLF4";"";"";"2016-02-22 14:21:24"
468;"8e2bbce";"49D1C6";28.7804;-82.7267;37000.0;"F-KMCF1";"B738";"YWG";"CCC";"2016-02-22 14:21:24"
469;"8e203ee";"76CEC5";-23.3908;37.448;38000.0;"F-FQIN1";"B772";"SIN";"JNB";"2016-02-22 14:21:24"
470;"8e2bd4a";"7C1472";-33.5007;121.2197;40000.0;"F-YPKG2";"A332";"MEL";"PER";"2016-02-22 14:21:24"
471;"8e2d388";"A49D16";40.1762;-92.51;38000.0;"T-MLAT2";"B738";"JFK";"LAS";"2016-02-22 14:21:24"
472;"8e25c76";"484174";53.0007;93.3115;37000.0;"F-UNAA1";"B744";"AMS";"ICN";"2016-02-22 14:21:24"
473;"8e2dcb6";"7C80B8";-31.4717;147.5144;38000.0;"F-YLCG1";"E190";"BNE";"ADL";"2016-02-22 14:21:24"
474;"8e1d257";"AA4440";56.2472;101.7838;37000.0;"F-UIBB1";"B772";"EWR";"PEK";"2016-02-22 14:21:24"
475;"8e2dfd2";"";38.6786;-74.8105;45000.0;"T-MLAT2";"C560";"";"";"2016-02-22 14:21:24"
476;"8e2ef0f";"A2C8B5";31.1956;-80.9193;38000.0;"T-MLAT2";"E190";"DCA";"MCO";"2016-02-22 14:21:24"
477;"8e2f4d6";"ACD481";35.4375;-76.9037;38000.0;"T-MLAT2";"B738";"LGA";"MIA";"2016-02-22 14:21:24"
478;"8e2f3bb";"A2C802";45.2274;-65.836;39000.0;"T-CYYG2";"A332";"PHL";"MAN";"2016-02-22 14:21:24"
479;"8e2f4d2";"4240CE";59.1968;39.8676;39025.0;"F-UUBI2";"A319";"DME";"SLY";"2016-02-22 14:21:24"
480;"8e2177f";"7C6BC2";-29.1152;157.1906;39975.0;"T-YBBN26";"B788";"HNL";"SYD";"2016-02-22 14:21:24"
481;"8e2f6f1";"A1F1DE";28.4927;-86.1672;41000.0;"T-MLAT2";"B737";"HOU";"TPA";"2016-02-22 14:21:24"
482;"8e2bbc8";"885154";26.0076;82.4455;40000.0;"F-VIBN1";"B772";"BKK";"DEL";"2016-02-22 14:21:24"
483;"8e2fa74";"A4E4FD";32.5401;-109.2441;39020.0;"T-MLAT2";"B737";"SAN";"DAL";"2016-02-22 14:21:24"
484;"8e2fa75";"A55055";36.1651;-87.1706;40999.0;"T-MLAT2";"B737";"MDW";"BHM";"2016-02-22 14:21:24"
485;"8e2f3b3";"8A026C";-2.5397;113.3395;39000.0;"F-WRBB2";"A332";"CGK";"BPN";"2016-02-22 14:21:24"
486;"8e2956e";"ABCA00";47.6961;-118.3242;38000.0;"F-KSFF1";"B738";"ORD";"SEA";"2016-02-22 14:21:24"
487;"8e2ef03";"";36.9185;-102.3404;40000.0;"T-F5M";"C56X";"";"";"2016-02-22 14:21:24"
488;"8e2f3b6";"80054D";21.2068;77.9341;37000.0;"F-VAID1";"A320";"DEL";"MAA";"2016-02-22 14:21:24"
489;"8e2d098";"";31.671;-94.9466;41000.0;"T-MLAT2";"C680";"";"";"2016-02-22 14:21:24"
490;"8e1dca0";"ABD018";50.2219;160.4077;38975.0;"F-UHPP2";"A332";"DTW";"NGO";"2016-02-22 14:21:24"
491;"8e2ebb7";"";38.9165;-99.3492;38000.0;"T-F5M";"B738";"MDW";"PHX";"2016-02-22 14:21:24"
492;"8e2c8fb";"89910D";39.3399;139.473;38975.0;"F-RJSS1";"B744";"TPE";"CTS";"2016-02-22 14:21:24"
493;"8e2ffdd";"AA3994";30.2221;-110.295;39075.0;"T-MLAT2";"A319";"PHX";"MEX";"2016-02-22 14:21:24"
494;"8e1e5ec";"010027";31.273;53.8241;37975.0;"F-OISS2";"A342";"PEK";"";"2016-02-22 14:21:24"
495;"8e2e38f";"A2C27E";39.8736;-85.7369;38999.0;"T-MLAT2";"B737";"DEN";"IAD";"2016-02-22 14:21:24"
496;"8e28e5f";"";38.51;-116.8106;45000.0;"F-KCDC2";"GLEX";"";"";"2016-02-22 14:21:24"
497;"8e27432";"780371";23.826;107.0006;37100.0;"F-ZGZH1";"A333";"DXB";"CAN";"2016-02-22 14:21:24"
498;"8e2b94d";"76CE96";19.434;118.3111;40000.0;"T-EST1";"A333";"ICN";"SIN";"2016-02-22 14:21:24"
499;"8e29e1b";"A5CD55";27.8657;-148.0382;38000.0;"T-F5M";"B744";"";"";"2016-02-22 14:21:24"
500;"8e29a7a";"";43.1669;-76.3964;40975.0;"T-KROC8";"F2TH";"";"";"2016-02-22 14:21:24"
501;"8e2566e";"3C4B2F";50.7451;4.5962;38975.0;"F-EDLE2";"B748";"JFK";"FRA";"2016-02-22 14:21:24"
502;"8e2cf09";"885044";25.7615;110.5066;40100.0;"F-ZGZH1";"A333";"PVG";"BKK";"2016-02-22 14:21:24"
503;"8e28815";"";52.9655;-10.2668;41000.0;"F-EICB1";"FA7X";"";"";"2016-02-22 14:21:24"
504;"8e2f2d8";"AA6FE9";27.8816;-85.4064;39000.0;"F-KTLH2";"B737";"HOU";"FLL";"2016-02-22 14:21:24"
505;"8e303ca";"AA7988";39.0162;-78.9964;40025.0;"T-KIAD14";"B737";"BWI";"MDW";"2016-02-22 14:21:24"
506;"8e2f2d3";"AA8152";35.584;-91.2721;40000.0;"T-MLAT2";"B737";"MDW";"HOU";"2016-02-22 14:21:24"
507;"8e28e52";"A7687B";45.7278;-117.0677;38000.0;"T-MLAT2";"B738";"DCA";"PDX";"2016-02-22 14:21:24"
508;"8e2fdfd";"750217";0.706;104.1642;39000.0;"F-WIKB1";"B738";"KUL";"DPS";"2016-02-22 14:21:24"
509;"8e2f0ff";"885225";5.321;100.872;41000.0;"F-WMKP1";"B788";"BKK";"KUL";"2016-02-22 14:21:24"
510;"8e2fdfc";"0C203B";10.0185;-83.0006;38000.0;"F-MRPV3";"B738";"PTY";"MEX";"2016-02-22 14:21:24"
511;"8e2f0fe";"88003F";6.331;103.2175;41000.0;"F-WMKC2";"B773";"BKK";"DPS";"2016-02-22 14:21:24"
512;"8e1a94b";"3949F9";51.6068;13.224;40000.0;"F-EPKO1";"B772";"CAN";"CDG";"2016-02-22 14:21:24"
513;"8e2e146";"86D996";26.8527;127.5899;40000.0;"F-RODN1";"B788";"NGO";"BKK";"2016-02-22 14:21:24"
514;"8e2dd47";"C01766";46.0276;-121.3062;38000.0;"F-KELN1";"B737";"PSP";"YVR";"2016-02-22 14:21:24"
515;"8e2b1d1";"3C656B";55.4182;29.8813;39975.0;"F-UMOO1";"A333";"TSE";"FRA";"2016-02-22 14:21:24"
516;"8e20c39";"738042";38.6508;28.5925;37000.0;"N-LTBJ1";"B744";"EWR";"TLV";"2016-02-22 14:21:24"
517;"8e2aee9";"75021B";3.7264;107.9887;37000.0;"T-EST1";"B738";"KUL";"MYY";"2016-02-22 14:21:24"
518;"8e2dd41";"7801C8";15.5246;106.0739;40000.0;"F-VLSK1";"A333";"HKG";"BKK";"2016-02-22 14:21:24"
519;"8e2e4df";"780177";27.9177;123.6769;38000.0;"F-ROAH1";"A343";"ICN";"HKG";"2016-02-22 14:21:24"
520;"8e304a6";"AAAC18";35.1051;-85.3978;39431.0;"T-MLAT2";"B737";"ATL";"STL";"2016-02-22 14:21:24"
521;"8e2ea7b";"AAF1F2";31.9411;-68.371;37000.0;"T-TXKF2";"B738";"JFK";"SJU";"2016-02-22 14:21:24"
522;"8e2c837";"A43EA2";33.6151;-97.8224;40975.0;"F-KSJT2";"B738";"YYC";"IAH";"2016-02-22 14:21:24"
523;"8e2ce17";"758339";23.3987;129.3806;40025.0;"F-RODN1";"A333";"NRT";"MNL";"2016-02-22 14:21:24"
524;"8e2f544";"75832A";26.1525;53.4006;41000.0;"T-OMDW3";"A333";"KWI";"MNL";"2016-02-22 14:21:24"
525;"8e2f543";"AD4CF2";30.8642;-102.6117;39000.0;"T-MLAT2";"B737";"PHX";"HOU";"2016-02-22 14:21:24"
526;"8e2e706";"A89887";36.9961;-95.6891;40900.0;"T-MLAT2";"B762";"TUS";"";"2016-02-22 14:21:24"
527;"8e2e707";"7C1467";-26.4119;141.8112;40000.0;"T-YLLE1";"A332";"BNE";"PER";"2016-02-22 14:21:24"
528;"8e2e36a";"A091D1";41.034;-99.0813;38000.0;"T-MLAT2";"B763";"DTW";"LAS";"2016-02-22 14:21:24"
529;"8e2f49c";"4245A7";55.1133;48.7285;38000.0;"F-UWWW2";"A319";"UFA";"DME";"2016-02-22 14:21:24"
530;"8e277cd";"4005BA";26.3544;42.412;37000.0;"F-OEGS1";"B772";"LHR";"DXB";"2016-02-22 14:21:24"
531;"8e2e1c7";"400658";49.2923;2.626;37000.0;"F-LFSR1";"B752";"LEJ";"NTE";"2016-02-22 14:21:24"
532;"8e26317";"780D92";58.368;82.598;37000.0;"F-UNSS2";"A332";"LHR";"PVG";"2016-02-22 14:21:24"
533;"8e2c4fd";"8991A4";46.6162;-111.1345;38000.0;"T-KGFA1";"B744";"ORD";"SEA";"2016-02-22 14:21:24"
534;"8e2e56e";"C07FB1";49.6057;-95.2268;39000.0;"F-CYWG1";"B737";"YYC";"YOW";"2016-02-22 14:21:24"
535;"8e2df29";"861F80";32.5009;127.5556;40000.0;"F-RKPK1";"B763";"NRT";"HGH";"2016-02-22 14:21:24"
536;"8e1b495";"406B48";54.928;10.6036;39975.0;"F-EKBI2";"B789";"HKG";"LHR";"2016-02-22 14:21:24"
537;"8e284f6";"06A0B7";28.7771;40.9808;40975.0;"T-EST1";"B788";"LHR";"DOH";"2016-02-22 14:21:24"
538;"8e21b09";"06A192";25.1694;60.0342;40000.0;"F-OOMS1";"A332";"CAN";"DOH";"2016-02-22 14:21:24"
539;"8e2b3bb";"A1EA70";40.1898;-83.7939;39000.0;"T-MLAT2";"B737";"LAX";"BWI";"2016-02-22 14:21:24"
540;"8e2c1b3";"400771";29.8741;-45.9912;37000.0;"T-F5M";"B772";"BGI";"LGW";"2016-02-22 14:21:24"
541;"8e2bce4";"A3A61B";-13.912;-65.4294;39000.0;"T-EST1";"A332";"BOG";"ASU";"2016-02-22 14:21:24"
542;"8e2dba5";"C08095";47.0933;-57.4868;37000.0;"T-CYQX1";"B738";"YYZ";"YYT";"2016-02-22 14:21:24"
543;"8e2e560";"C058BE";57.6888;-98.42;39000.0;"T-EST1";"B788";"YYC";"LHR";"2016-02-22 14:21:24"
544;"8e2df2a";"71C223";43.6098;127.4512;37100.0;"F-ZYHB2";"B739";"ICN";"VVO";"2016-02-22 14:21:24"
545;"8e2eff1";"76CE67";29.8036;130.2187;38000.0;"F-RJKI1";"A333";"KIX";"SIN";"2016-02-22 14:21:24"
546;"8e21c73";"86D244";52.9492;126.8944;41000.0;"F-ZYMH1";"B788";"DUS";"NRT";"2016-02-22 14:21:24"
547;"8e2c6f6";"A416BE";41.1408;-97.5386;37975.0;"T-MLAT2";"B738";"LGA";"DEN";"2016-02-22 14:21:24"
548;"8e1e8aa";"86D974";58.7867;154.1136;40000.0;"F-UHMM1";"B788";"BOS";"NRT";"2016-02-22 14:21:24"
549;"8e1c1a7";"3C4AA3";45.2112;8.4644;38000.0;"F-LIPE3";"B763";"CPT";"FRA";"2016-02-22 14:21:24"
550;"8e21c75";"344345";31.798;-12.0512;38000.0;"F-GMMS1";"A333";"GRU";"MAD";"2016-02-22 14:21:24"
551;"8e2e1ce";"4BAAC7";35.0513;50.3349;38000.0;"F-OIIE1";"B738";"DXB";"SAW";"2016-02-22 14:21:24"
552;"8e2f497";"48433C";53.3769;61.4986;38000.0;"F-UAUU1";"A320";"TSE";"SVO";"2016-02-22 14:21:24"
553;"8e2e369";"A5251F";32.8705;-87.4949;38999.0;"T-MLAT2";"B737";"DEN";"MCO";"2016-02-22 14:21:24"
554;"8e2425c";"400B6D";42.738;-70.945;40000.0;"F-CYSC1";"A346";"LHR";"JFK";"2016-02-22 14:21:24"
555;"8e2eb82";"7C7A3F";-34.2795;147.1618;38000.0;"F-YSWG1";"B738";"BNE";"MEL";"2016-02-22 14:21:24"
556;"8e2fe74";"040078";2.2181;37.1927;39000.0;"T-EST1";"B738";"NBO";"ADD";"2016-02-22 14:21:24"
557;"8e2f818";"A22539";34.0545;-99.3147;38975.0;"T-MLAT2";"B737";"DEN";"IAH";"2016-02-22 14:21:24"
558;"8e2f92a";"7503B1";14.1082;100.4948;37000.0;"F-VTBS2";"A320";"CNX";"KUL";"2016-02-22 14:21:24"
559;"8e2ee9d";"";39.5466;-109.3344;37000.0;"T-F5M";"LJ35";"";"";"2016-02-22 14:21:24"
560;"8e25f9d";"04004B";45.2227;12.9851;40000.0;"F-LDRI1";"B788";"ADD";"DUB";"2016-02-22 14:21:24"
561;"8e2deab";"4CA937";25.2933;-48.0276;38000.0;"T-F5M";"A332";"ANU";"MXP";"2016-02-22 14:21:24"
562;"8e2cae0";"78023C";32.571;133.6786;37000.0;"T-RJOO47";"B77W";"HKG";"HND";"2016-02-22 14:21:24"
563;"8e2eeb2";"A2B0ED";26.4433;-97.1772;37000.0;"F-MMMY1";"B738";"MEX";"IAH";"2016-02-22 14:21:24"
564;"8e2eeb0";"A09FC4";37.6953;-110.1755;40975.0;"F-KPGA2";"B789";"LAX";"DEN";"2016-02-22 14:21:24"
565;"8e2b00a";"AA7AC8";31.4152;-92.2245;40000.0;"F-KAEX2";"B737";"BOS";"HOU";"2016-02-22 14:21:24"
566;"8e2815b";"70C0AB";6.2651;95.0279;37000.0;"F-WITT2";"A333";"MCT";"CGK";"2016-02-22 14:21:24"
567;"8e2815c";"8A0531";-16.7374;122.9707;39975.0;"F-YPBR2";"A333";"SYD";"DPS";"2016-02-22 14:21:24"
568;"8e2ec5e";"C00926";35.6575;-80.7394;38000.0;"F-KFBG1";"B738";"YYZ";"MCO";"2016-02-22 14:21:24"
569;"8e2ec5f";"A2E9FD";41.4864;-84.9581;40000.0;"T-MLAT2";"B737";"EWR";"MDW";"2016-02-22 14:21:24"
570;"8e2b264";"86220C";28.6916;118.2246;38100.0;"F-ZSHC2";"B763";"HND";"CAN";"2016-02-22 14:21:24"
571;"8e2dea0";"A2A300";-16.5563;-56.6194;38000.0;"F-SBCY2";"B788";"GRU";"IAH";"2016-02-22 14:21:24"
572;"8e2dea2";"E4814A";-11.0827;-52.0504;38000.0;"F-SWSI2";"B738";"GIG";"MAO";"2016-02-22 14:21:24"
573;"8e2a7ee";"71BC15";48.9504;-102.3345;37000.0;"F-KDIK1";"B744";"ANC";"ORD";"2016-02-22 14:21:24"
574;"8e2b489";"4008F9";46.3578;-51.8308;37000.0;"F-CYYT2";"B744";"MCO";"MAN";"2016-02-22 14:21:24"
575;"8e2acec";"06A0AC";43.6228;28.1305;39975.0;"F-LBBG3";"B788";"DOH";"ZRH";"2016-02-22 14:21:24"
576;"8e2ee95";"";42.6526;-120.6981;43000.0;"T-F5M";"C750";"";"";"2016-02-22 14:21:24"
577;"8e2f81d";"76CE63";6.8036;106.6575;40000.0;"F-VVCT1";"A333";"SIN";"HKG";"2016-02-22 14:21:24"
578;"8e2f81c";"0D07F7";28.3813;-110.2153;39000.0;"F-MMHO2";"A320";"MXL";"";"2016-02-22 14:21:24"
579;"8e2fbe8";"76AA70";4.2234;101.1349;37025.0;"F-WMKK2";"A320";"HKT";"SIN";"2016-02-22 14:21:24"
580;"8e29650";"406832";50.6091;-45.1021;38000.0;"T-FAA1";"A333";"ATL";"MAN";"2016-02-22 14:21:24"
581;"8e2b9ed";"0D04B5";27.2023;-101.3791;37000.0;"F-MMMV1";"A320";"LAS";"MTY";"2016-02-22 14:21:24"
582;"8e2f72c";"";37.1179;-78.7239;39000.0;"T-MLAT2";"FA10";"";"";"2016-02-22 14:21:24"
583;"8e2b46a";"A47244";20.2821;179.1852;37000.0;"T-F5M";"A332";"HNL";"KIX";"2016-02-22 14:21:24"
584;"8e3001c";"842194";36.7451;139.9983;37050.0;"T-RJTY52";"B737";"HND";"CTS";"2016-02-22 14:21:24"
585;"8e3001e";"708026";23.0426;101.111;38000.0;"F-ZPPP1";"A320";"KMG";"VTE";"2016-02-22 14:21:24"
586;"8e2ab9d";"A6BF5A";43.148;-126.7937;37000.0;"T-F5M";"B738";"OGG";"PDX";"2016-02-22 14:21:24"
587;"8e1c5c7";"7805F6";52.7011;21.6328;38000.0;"F-UMBB3";"A332";"CAN";"CDG";"2016-02-22 14:21:24"
588;"8e2a46e";"4B1904";54.9524;85.3011;38025.0;"F-UNNT2";"A343";"PEK";"ZRH";"2016-02-22 14:21:24"
589;"8e2a3ad";"AAB202";44.5426;-58.2264;39000.0;"F-CYQY4";"B772";"DFW";"CDG";"2016-02-22 14:21:24"
590;"8e303a5";"A442F3";45.8958;-120.0826;38350.0;"T-CYYJ1";"B738";"SEA";"SLC";"2016-02-22 14:21:24"
591;"8e1f1fc";"76CEC7";41.3769;46.0684;40000.0;"F-UGTB1";"B772";"SIN";"IST";"2016-02-22 14:21:24"
592;"8e237a6";"86D572";59.1021;123.2224;41000.0;"F-UEEA1";"B788";"BRU";"NRT";"2016-02-22 14:21:24"
593;"8e2bc56";"A479B2";35.0239;-129.0166;40000.0;"T-FAA1";"A332";"HNL";"SFO";"2016-02-22 14:21:24"
594;"8e29193";"40075B";46.2057;-54.3503;40000.0;"F-CYYT2";"A332";"CUN";"MAN";"2016-02-22 14:21:24"
595;"8e2a465";"3949EE";47.3424;-45.9293;37000.0;"T-F5M";"B772";"ATL";"CDG";"2016-02-22 14:21:24"
596;"8e2bb76";"A136E6";44.1413;-41.7614;38000.0;"T-F5M";"B752";"JFK";"MAD";"2016-02-22 14:21:24"
597;"8e2b3fb";"4248F7";49.8696;-93.469;37000.0;"F-CYWG1";"A332";"LAX";"SVO";"2016-02-22 14:21:24"
598;"8e2dcc4";"8622D0";37.4121;126.5777;38000.0;"F-RKSS2";"B763";"NRT";"TAO";"2016-02-22 14:21:24"
599;"8e2d395";"AA7AEB";40.3748;-80.9296;37000.0;"F-CYYZ4";"B737";"DEN";"PHL";"2016-02-22 14:21:24"
600;"8e2d558";"A83094";34.2899;-101.1233;38000.0;"T-MLAT2";"B752";"ATL";"SNA";"2016-02-22 14:21:24"
601;"8e2d42f";"E80325";-21.4722;-70.5415;38000.0;"F-SCFA1";"A319";"SCL";"ARI";"2016-02-22 14:21:24"
602;"8e2917f";"06414F";18.279;-23.866;37000.0;"T-EST1";"A332";"LOS";"JFK";"2016-02-22 14:21:24"
603;"8e2d882";"4BA8C8";35.9197;43.9867;39000.0;"F-ORER4";"B738";"IST";"NJF";"2016-02-22 14:21:24"
604;"8e2f6e1";"AA6C57";32.6947;-110.8035;39025.0;"F-KPHX3";"B737";"LAX";"HOU";"2016-02-22 14:21:24"
605;"8e2f6e7";"AA73E9";39.446;-118.5255;37000.0;"F-KSJC3";"B737";"PDX";"LAS";"2016-02-22 14:21:24"
606;"8e2f3c7";"A99B83";42.392;-76.8738;38000.0;"F-KSCH1";"B752";"JFK";"LAX";"2016-02-22 14:21:24"
607;"8e2f3c4";"A45FB1";26.399;-153.6557;39000.0;"T-FAA1";"A332";"OGG";"SEA";"2016-02-22 14:21:24"
608;"8e2ef16";"8A04AE";-8.1085;115.4392;39000.0;"F-WRRA1";"B738";"CGK";"KOE";"2016-02-22 14:21:24"
