"dbID";"planeID";"ADSHEX";"longitude";"latitude";"altitude";"radarID";"aircraft";"departing";"destination";"dateTime"
202;"8e1f066";"342109";31.321;-12.3639;38000.0;"F-GCRR2";"A346";"MVD";"MAD";"2016-02-22 14:21:24"
203;"8e27076";"392F27";42.4222;-23.7902;39000.0;"T-LPPD1";"A343";"CAY";"ORY";"2016-02-22 14:21:24"
204;"8e24ded";"706016";7.0312;99.196;37000.0;"F-VTSP4";"A343";"KWI";"KUL";"2016-02-22 14:21:24"
205;"8e2e42c";"AA9A7A";40.4154;-85.3703;38999.0;"T-MLAT2";"B737";"DEN";"PIT";"2016-02-22 14:21:24"
206;"8e1c359";"7808A8";56.1142;15.5257;38000.0;"F-EPGD6";"A332";"PVG";"CDG";"2016-02-22 14:21:24"
207;"8e1bacd";"780213";38.1164;-125.9033;37000.0;"F-KSJC2";"B77W";"HKG";"LAX";"2016-02-22 14:21:24"
208;"8e2fd38";"7041C2";16.8214;99.5273;39000.0;"F-VTCC1";"B738";"RGN";"HKG";"2016-02-22 14:21:24"
209;"8e2f288";"AA7B10";34.3305;-108.9502;39000.0;"F-KABQ2";"B737";"LAX";"DAL";"2016-02-22 14:21:24"
210;"8e22c4c";"86D624";52.2623;167.7595;40000.0;"F-PASY1";"B788";"SAN";"NRT";"2016-02-22 14:21:24"
211;"8e2e3d3";"AACAA5";-13.8805;-48.7215;38000.0;"F-SBBR5";"B772";"GIG";"JFK";"2016-02-22 14:21:24"
212;"8e2e959";"AA9985";38.8441;-101.0837;39000.0;"T-MLAT2";"B737";"LAS";"IND";"2016-02-22 14:21:24"
213;"8e2fd32";"A2DB21";33.4332;-90.6926;39000.0;"T-MLAT2";"B737";"DAL";"BHM";"2016-02-22 14:21:24"
214;"8e2d0aa";"780644";33.8296;133.5422;39000.0;"F-RJOT2";"A332";"CAN";"HND";"2016-02-22 14:21:24"
215;"8e2f352";"";33.563;-78.0058;43000.0;"T-MLAT2";"C56X";"";"";"2016-02-22 14:21:24"
216;"8e2f606";"44A821";29.219;-78.3568;37000.0;"F-KSEF1";"B738";"VRA";"YUL";"2016-02-22 14:21:24"
217;"8e2f355";"A6F2B7";35.3624;-78.1972;37024.0;"T-MLAT2";"A320";"MCO";"BOS";"2016-02-22 14:21:24"
218;"8e2d0af";"840C1C";26.7448;123.5212;38000.0;"F-ROAH1";"B737";"NGO";"HKG";"2016-02-22 14:21:24"
219;"8e2f77f";"AD694C";41.9706;-121.0265;39000.0;"T-EST1";"B737";"GEG";"OAK";"2016-02-22 14:21:24"
220;"8e2f77d";"";41.2532;-89.5267;40000.0;"T-F5M";"GLF4";"";"";"2016-02-22 14:21:24"
221;"8e26af3";"44CCD5";37.9486;20.6807;40000.0;"F-LGAG1";"A332";"KGL";"BRU";"2016-02-22 14:21:24"
222;"8e2c1e4";"86D6A4";26.8443;123.4704;38125.0;"F-RCSS1";"B788";"HND";"TSA";"2016-02-22 14:21:24"
223;"8e2efc8";"7BF00C";34.1699;112.4447;38100.0;"F-ZHLY1";"B772";"PEK";"SYX";"2016-02-22 14:21:24"
224;"8e2b45b";"040087";13.342;50.3781;40000.0;"T-EST1";"B788";"BOM";"ADD";"2016-02-22 14:21:24"
225;"8e2f197";"AA6A98";39.0609;-97.2809;37975.0;"T-MLAT2";"B737";"MDW";"ABQ";"2016-02-22 14:21:24"
226;"8e2f194";"8A0419";-6.1374;106.7285;38000.0;"F-WIII2";"A320";"JOG";"KNO";"2016-02-22 14:21:24"
227;"8e2da2c";"3C6572";46.8275;-53.5263;38000.0;"F-CYYT2";"A333";"YUL";"MUC";"2016-02-22 14:21:24"
228;"8e297ac";"0D073E";20.893;-97.9949;40050.0;"F-MMTN1";"";"IAD";"";"2016-02-22 14:21:24"
229;"8e2eea5";"";29.8481;130.3517;39975.0;"F-RJKI1";"A333";"";"";"2016-02-22 14:21:24"
230;"8e2eea2";"7C6DE2";-33.2711;148.1082;38000.0;"F-YLCG1";"B738";"BNE";"MEL";"2016-02-22 14:21:24"
231;"8e2eea1";"7C1479";-23.1824;145.3012;38000.0;"F-YLRE1";"A332";"BNE";"SIN";"2016-02-22 14:21:24"
232;"8e2fe03";"48433E";46.7679;75.1481;38000.0;"F-UAKK1";"A320";"ALA";"TSE";"2016-02-22 14:21:24"
233;"8e2f28c";"A79D78";39.5899;-122.6316;39000.0;"T-F5M";"B738";"SEA";"SFO";"2016-02-22 14:21:24"
234;"8e302b8";"A939E8";35.3078;-116.1978;38825.0;"T-MLAT2";"B752";"LAX";"SLC";"2016-02-22 14:21:24"
235;"8e2c108";"76CE97";18.105;119.026;39000.0;"F-RPLL3";"A333";"SIN";"ICN";"2016-02-22 14:21:24"
236;"8e287a1";"3C65AA";41.857;39.1452;38000.0;"F-URSS1";"A388";"DEL";"FRA";"2016-02-22 14:21:24"
237;"8e2f19e";"A4D011";35.2647;-100.9361;39000.0;"T-MLAT2";"B737";"PHX";"TUL";"2016-02-22 14:21:24"
238;"8e28059";"0200CA";35.91;13.107;43000.0;"F-LMML2";"B788";"DOH";"CMN";"2016-02-22 14:21:24"
239;"8e25d84";"4B1884";43.8132;27.625;38000.0;"F-LBRS1";"A333";"DEL";"ZRH";"2016-02-22 14:21:24"
240;"8e2f60f";"86D200";33.4361;136.082;39975.0;"F-RJGG1";"B788";"HND";"ISG";"2016-02-22 14:21:24"
241;"8e2995c";"76CE81";-10.2536;126.7968;38000.0;"F-YPDN4";"A333";"BNE";"SIN";"2016-02-22 14:21:24"
242;"8e2b9f9";"4841AD";26.3838;-58.5109;37000.0;"T-FAA1";"B772";"PTY";"AMS";"2016-02-22 14:21:24"
243;"8e2317c";"A0DD18";32.7728;-111.6397;38025.0;"F-KDVT1";"B763";"ATL";"SAN";"2016-02-22 14:21:24"
244;"8e2f997";"86D6C8";35.2417;136.2111;38000.0;"F-RJGG1";"B738";"HND";"HIJ";"2016-02-22 14:21:24"
245;"8e2ed0d";"76CE4F";-7.7858;107.6927;37000.0;"F-WIIS3";"B772";"SIN";"PER";"2016-02-22 14:21:24"
246;"8e2a50a";"3C65A5";52.1507;-87.1357;37000.0;"T-F5M";"A388";"SFO";"FRA";"2016-02-22 14:21:24"
247;"8e2ff17";"E4800F";-12.3534;-46.987;40975.0;"F-SSQZ1";"B738";"BSB";"";"2016-02-22 14:21:24"
248;"8e2ff10";"ACC02B";36.9055;-119.9907;39999.0;"T-MLAT2";"B737";"ONT";"SMF";"2016-02-22 14:21:24"
249;"8e2ff12";"C88007";-34.8074;175.3508;37975.0;"T-NZAA2";"B738";"AKL";"NAN";"2016-02-22 14:21:24"
250;"8e2ee40";"461E14";59.6299;45.3059;40000.0;"T-EST1";"E190";"SVX";"HEL";"2016-02-22 14:21:24"
251;"8e2ef3a";"7C80BD";-20.8626;148.6817;38000.0;"F-YBMK1";"E190";"BNE";"TSV";"2016-02-22 14:21:24"
252;"8e2b078";"4CA994";43.3272;22.5655;37950.0;"F-LBGO2";"A320";"IKA";"FCO";"2016-02-22 14:21:24"
253;"8e2ff1f";"71C259";35.4745;133.7971;38000.0;"F-RJOT2";"A333";"NGO";"ICN";"2016-02-22 14:21:24"
254;"8e2a504";"8963CF";42.8689;29.6357;39975.0;"F-LBWN2";"B789";"AUH";"ZRH";"2016-02-22 14:21:24"
255;"8e2f97c";"E03156";-31.1402;-52.6305;37000.0;"T-MLAT2";"E190";"AEP";"FLN";"2016-02-22 14:21:24"
256;"8e2d85d";"484CC6";59.4758;-89.738;40700.0;"T-F5M";"A332";"YEG";"AMS";"2016-02-22 14:21:24"
257;"8e2c9d8";"A988F0";39.4864;-93.0683;38000.0;"F-KIRK1";"B752";"JFK";"LAX";"2016-02-22 14:21:24"
258;"8e2c9d9";"A69900";40.2686;-103.5284;37975.0;"F-KFNL1";"A319";"DTW";"LAS";"2016-02-22 14:21:24"
259;"8e22e63";"887802";20.4914;84.5672;39000.0;"F-VEBS3";"B744";"CPH";"HKT";"2016-02-22 14:21:24"
260;"8e1d98f";"ABB3BE";61.2922;120.797;39350.0;"F-UERR1";"A332";"DTW";"PEK";"2016-02-22 14:21:24"
261;"8e2823d";"";37.9917;-116.5282;43000.0;"T-F5M";"CL35";"";"";"2016-02-22 14:21:24"
262;"8e22823";"40075A";53.2587;-6.5359;38000.0;"F-EGPK1";"A332";"BGI";"MAN";"2016-02-22 14:21:24"
263;"8e3027d";"A26FC9";33.768;-115.3804;39000.0;"T-MLAT2";"B737";"BUR";"PHX";"2016-02-22 14:21:24"
264;"8e2fc5a";"861FA4";38.4816;138.6662;39975.0;"F-RJSS1";"B738";"HKD";"ITM";"2016-02-22 14:21:24"
265;"8e2e2d5";"A35A92";29.3352;-81.1253;37975.0;"T-MLAT2";"A319";"DTW";"MIA";"2016-02-22 14:21:24"
266;"8e2e2d8";"A1BF3A";40.5944;-99.0164;37000.0;"T-MLAT2";"B737";"LAS";"CAK";"2016-02-22 14:21:24"
267;"8e2f0dc";"A182F6";34.3743;-77.4315;38000.0;"T-MLAT2";"E190";"EWR";"MCO";"2016-02-22 14:21:24"
268;"8e2f0dd";"A69D67";21.038;-91.4267;39000.0;"F-MMCP1";"A320";"MEX";"CUN";"2016-02-22 14:21:24"
269;"8e2fddb";"A60852";27.8377;-84.6947;39000.0;"T-MLAT2";"B737";"MSY";"FLL";"2016-02-22 14:21:24"
270;"8e224b6";"71BE26";52.7045;166.2785;38000.0;"T-F5M";"A388";"LAX";"ICN";"2016-02-22 14:21:24"
271;"8e2c2ae";"A85FF5";35.7197;-70.2675;37000.0;"T-F5M";"A320";"JFK";"SJU";"2016-02-22 14:21:24"
272;"8e2bd2c";"7C6A8D";-14.1205;129.8034;41000.0;"F-YPDN1";"B737";"PER";"DRW";"2016-02-22 14:21:24"
273;"8e30063";"";43.4349;-114.6241;43000.0;"F-KPIH2";"GLF5";"";"";"2016-02-22 14:21:24"
274;"8e2b630";"E47F21";-1.3368;-60.9291;40000.0;"F-SBEG3";"B763";"VCP";"";"2016-02-22 14:21:24"
275;"8e2af61";"AA5428";41.9571;-60.4339;38000.0;"T-F5M";"B772";"DFW";"MAD";"2016-02-22 14:21:24"
276;"8e2d149";"A4FC9A";13.2866;-79.2972;39000.0;"T-EST1";"B763";"MIA";"UIO";"2016-02-22 14:21:24"
277;"8e2be17";"C013DA";52.4855;-107.4978;38000.0;"T-MLAT2";"E190";"YYZ";"YEG";"2016-02-22 14:21:24"
278;"8e2f0d1";"A4B610";33.3147;-104.3919;39000.0;"T-MLAT2";"B737";"LAS";"MAF";"2016-02-22 14:21:24"
279;"8e2be18";"30061F";40.468;38.6709;40000.0;"F-URSS2";"A332";"AUH";"FCO";"2016-02-22 14:21:24"
280;"8e28b05";"3A1465";41.3404;-27.628;37000.0;"F-LPHR1";"A332";"FDF";"ORY";"2016-02-22 14:21:24"
281;"8e2fc50";"";29.5357;-91.9696;41000.0;"F-KGLS2";"E55P";"";"";"2016-02-22 14:21:24"
282;"8e2fc54";"A17E76";29.3927;-78.5668;39050.0;"F-KMLB3";"B752";"MIA";"JFK";"2016-02-22 14:21:24"
283;"8e2fc58";"C06D48";46.6038;-59.5487;38000.0;"T-MLAT2";"CRJ9";"YYT";"YHZ";"2016-02-22 14:21:24"
284;"8e2fa93";"";34.0675;-78.9139;45000.0;"F-KFBG1";"GLF6";"";"";"2016-02-22 14:21:24"
285;"8e2fa98";"4BA8CE";36.8091;6.9905;37025.0;"F-DAAE1";"B738";"ORN";"IST";"2016-02-22 14:21:24"
286;"8e3006f";"AD928E";34.6657;-99.913;38000.0;"T-MLAT2";"B738";"DFW";"DEN";"2016-02-22 14:21:24"
287;"8e2cf2c";"A12F78";27.7944;-79.2727;38000.0;"F-KMLB3";"B752";"BOS";"MIA";"2016-02-22 14:21:24"
288;"8e28e3d";"7503DE";-1.6089;102.6956;38000.0;"F-WIBB2";"B738";"PER";"KUL";"2016-02-22 14:21:24"
289;"8e2cf2f";"400774";30.3034;-47.7268;39000.0;"T-F5M";"B772";"UVF";"LGW";"2016-02-22 14:21:24"
290;"8e2e6f5";"";29.9298;-80.5522;39999.0;"T-MLAT2";"C56X";"";"";"2016-02-22 14:21:24"
291;"8e2bf05";"A1239C";47.1869;-109.7645;37987.0;"T-MLAT2";"B738";"IAH";"YYC";"2016-02-22 14:21:24"
292;"8e2e6f1";"780E36";27.175;124.6946;37000.0;"F-ROAH1";"A320";"MFM";"NRT";"2016-02-22 14:21:24"
293;"8e2df0e";"C053F6";46.4668;-60.2163;37000.0;"F-CYYG2";"A333";"YYZ";"LHR";"2016-02-22 14:21:24"
294;"8e26114";"396446";42.7022;30.7527;38000.0;"F-LBWN2";"A332";"BOM";"CDG";"2016-02-22 14:21:24"
295;"8e2e6f2";"780A5D";18.5464;107.9094;39000.0;"T-EST1";"A333";"BKK";"HKG";"2016-02-22 14:21:24"
296;"8e27410";"894029";28.4566;43.0792;39000.0;"F-OEGS1";"A332";"LHR";"BAH";"2016-02-22 14:21:24"
297;"8e2db6a";"780A91";28.3584;126.3111;39000.0;"F-ROAH1";"A320";"HKG";"KIX";"2016-02-22 14:21:24"
298;"8e2fb85";"";28.1997;-84.6556;38000.0;"T-MLAT2";"CL60";"";"";"2016-02-22 14:21:24"
299;"8e2cd3b";"76096D";26.5331;54.518;39000.0;"T-OMGH1";"A333";"JED";"PEW";"2016-02-22 14:21:24"
300;"8e2df03";"AAFC36";30.1078;-82.4365;37050.0;"F-KNIP1";"B739";"DTW";"TPA";"2016-02-22 14:21:24"
301;"8e2e6fb";"750261";-7.0419;107.3301;39000.0;"F-WIIB1";"A333";"KUL";"PER";"2016-02-22 14:21:24"
302;"8e2a9d1";"8960F3";13.1953;82.4784;41000.0;"F-VOMM3";"A388";"DXB";"SIN";"2016-02-22 14:21:24"
303;"8e2cf29";"";51.2032;-84.9963;37000.0;"T-F5M";"737";"YZF";"YOW";"2016-02-22 14:21:24"
304;"8e2fff7";"0D0963";19.644;-95.9929;38025.0;"T-MMMT1";"A320";"VSA";"MTY";"2016-02-22 14:21:24"
305;"8e2e3c5";"76CD90";-0.0926;115.5018;37000.0;"F-WRBB2";"A320";"SIN";"MDC";"2016-02-22 14:21:24"
306;"8e2dd6c";"4B9066";39.9402;36.768;37975.0;"F-LTFH1";"A320";"IKA";"SAW";"2016-02-22 14:21:24"
307;"8e195af";"E4829F";4.5838;-78.0496;39000.0;"F-SKPE1";"A332";"MEX";"GRU";"2016-02-22 14:21:24"
308;"8e296f1";"4BA9E7";29.1478;65.4714;37000.0;"T-EST1";"A333";"IST";"KTM";"2016-02-22 14:21:24"
309;"8e2fabc";"A73B7E";35.1793;-108.7523;39000.0;"T-MLAT2";"B737";"LAS";"MSY";"2016-02-22 14:21:24"
310;"8e2ea5d";"A596B1";-14.9348;-48.6;38000.0;"T-SBBR16";"B789";"GIG";"IAH";"2016-02-22 14:21:24"
311;"8e2ea5c";"C01520";46.4427;-99.5498;37000.0;"F-KDIK1";"B738";"YEG";"VRA";"2016-02-22 14:21:24"
312;"8e2aae5";"A01C37";38.1426;-102.9054;37950.0;"F-KGUY1";"A321";"JFK";"LAX";"2016-02-22 14:21:24"
313;"8e2ce37";"4B187D";46.4026;-48.8248;39000.0;"F-CYYT2";"A333";"JFK";"GVA";"2016-02-22 14:21:24"
314;"8e2f562";"7C6D33";-27.7556;149.6458;38000.0;"F-YBSU1";"B738";"HTI";"SYD";"2016-02-22 14:21:24"
315;"8e2db87";"";41.2158;-89.5254;38000.0;"T-F5M";"B752";"JFK";"EGE";"2016-02-22 14:21:24"
316;"8e2ea2c";"0C6016";32.3489;-77.1218;37000.0;"T-F5M";"B738";"KIN";"JFK";"2016-02-22 14:21:24"
317;"8e2fd2e";"8A057D";-3.647;102.8289;38000.0;"F-WIPP2";"B738";"CGK";"PDG";"2016-02-22 14:21:24"
318;"8e2e1a3";"AD1A4E";40.3259;-97.2599;39000.0;"T-MLAT2";"B737";"LAS";"MDW";"2016-02-22 14:21:24"
319;"8e2e1a1";"";7.7272;-58.6701;41000.0;"F-SYGO1";"GLF4";"";"";"2016-02-22 14:21:24"
320;"8e2c4db";"A76FE9";38.7005;-92.6474;37000.0;"T-MLAT2";"B738";"SEA";"ATL";"2016-02-22 14:21:24"
321;"8e2f16c";"ACBFFD";32.4939;-78.4322;38025.0;"F-KILM2";"A321";"PHL";"MCO";"2016-02-22 14:21:24"
322;"8e2e89c";"A91250";29.6663;-84.224;43000.0;"T-KTVI1";"";"TUL";"";"2016-02-22 14:21:24"
323;"8e2f36d";"AA7757";36.3248;-102.8031;37975.0;"F-KDHT1";"B737";"DAL";"PDX";"2016-02-22 14:21:24"
324;"8e2ce3f";"7609A7";26.7774;55.3615;38000.0;"F-OIBK1";"B772";"ISB";"RUH";"2016-02-22 14:21:24"
325;"8e2e3c8";"3C09DB";41.1725;28.311;38000.0;"T-LTFJ6";"A319";"BEY";"DUS";"2016-02-22 14:21:24"
326;"8e2ec98";"867578";31.964;134.4052;37975.0;"F-RJFO1";"B772";"HND";"BKK";"2016-02-22 14:21:24"
327;"8e1bc76";"76CD6D";44.7537;25.8297;40000.0;"F-LBRS1";"A388";"SIN";"FRA";"2016-02-22 14:21:24"
328;"8e29c7e";"7C6BBB";-16.3829;122.6064;42975.0;"F-YPBR2";"B788";"MEL";"DPS";"2016-02-22 14:21:24"
329;"8e2c1d3";"8991B5";9.2264;109.6347;39000.0;"F-VVTS3";"A333";"TPE";"SIN";"2016-02-22 14:21:24"
330;"8e2da38";"78014C";28.1176;123.8394;39000.0;"F-ROAH1";"B744";"HKG";"ICN";"2016-02-22 14:21:24"
331;"8e2ea58";"75020E";7.8459;93.5639;40000.0;"T-EST1";"B738";"KUL";"MAA";"2016-02-22 14:21:24"
332;"8e2f368";"ACE7AA";37.4956;-119.6754;39000.0;"T-KSJC18";"B737";"PDX";"SAN";"2016-02-22 14:21:24"
333;"8e29949";"3C64F0";52.621;-29.1703;39000.0;"T-F5M";"A343";"PHL";"FRA";"2016-02-22 14:21:24"
334;"8e2e893";"A4A08E";33.6288;-84.3674;37950.0;"F-KMGE1";"B763";"MIA";"ORD";"2016-02-22 14:21:24"
335;"8e2f365";"A44521";27.7192;-85.8589;37000.0;"T-F5M";"B739";"IAH";"MIA";"2016-02-22 14:21:24"
336;"8e2efd9";"AAA4BE";42.3093;-76.64;37000.0;"T-KBUF4";"B737";"STL";"BOS";"2016-02-22 14:21:24"
337;"8e2e09e";"A6464B";32.2546;-101.5578;37000.0;"F-KMRF1";"A319";"SAN";"DFW";"2016-02-22 14:21:24"
338;"8e2a391";"";34.3232;-107.0383;43000.0;"F-KHMN1";"GLF4";"";"";"2016-02-22 14:21:24"
339;"8e2684a";"885177";38.3175;58.4588;37000.0;"F-OIMM1";"B77W";"LHR";"BKK";"2016-02-22 14:21:24"
340;"8e277a0";"406B4A";38.6543;57.5364;39000.0;"F-OIMM1";"B789";"LHR";"DEL";"2016-02-22 14:21:24"
341;"8e2e1af";"AA7BB0";26.6778;-75.4025;37000.0;"T-F5M";"B762";"CVG";"SJU";"2016-02-22 14:21:24"
342;"8e2f168";"ABDC78";31.1881;-101.4098;37000.0;"F-KMRF1";"B738";"PHX";"AUS";"2016-02-22 14:21:24"
343;"8e2724d";"7C4921";44.3705;26.9505;38900.0;"F-LBRS1";"A388";"DXB";"LHR";"2016-02-22 14:21:24"
344;"8e2ee7a";"780450";33.3204;133.3251;37000.0;"F-RJOT2";"A332";"PVG";"NRT";"2016-02-22 14:21:24"
345;"8e2fe19";"780A47";25.2638;125.8108;39950.0;"F-ROAH1";"A332";"OKA";"HKG";"2016-02-22 14:21:24"
346;"8e2016e";"00B0EF";38.5466;6.9878;38000.0;"F-DAAE1";"A346";"JNB";"FRA";"2016-02-22 14:21:24"
347;"8e28042";"47880D";61.8989;-21.2786;41000.0;"F-BIKF2";"A333";"IAD";"CPH";"2016-02-22 14:21:24"
348;"8e19a2f";"780C4D";55.3579;13.5357;38000.0;"F-ESMQ3";"A332";"PVG";"CDG";"2016-02-22 14:21:24"
349;"8e2ad2e";"3C70C4";47.5203;-63.1808;37000.0;"F-CYSU1";"B77L";"IAH";"FRA";"2016-02-22 14:21:24"
350;"8e2b283";"";31.1321;-84.5367;44000.0;"F-KECP1";"CL35";"";"";"2016-02-22 14:21:24"
351;"8e1bc9e";"3C65A8";45.7848;21.9337;38000.0;"F-LRSB2";"A388";"SIN";"FRA";"2016-02-22 14:21:24"
352;"8e2ec7d";"A85C3E";35.3743;-80.6212;37025.0;"F-KGSO1";"A320";"FLL";"PIT";"2016-02-22 14:21:24"
353;"8e2c00f";"A528D6";30.5643;-95.3779;40000.0;"T-MLAT2";"B737";"BWI";"SAT";"2016-02-22 14:21:24"
354;"8e20219";"406B20";-13.1039;33.7618;38000.0;"F-FWKI1";"A388";"LHR";"JNB";"2016-02-22 14:21:24"
355;"8e2b5b5";"";40.6819;7.6783;37000.0;"F-LFMD1";"F900";"";"";"2016-02-22 14:21:24"
356;"8e1ecbe";"76CD6E";41.7576;41.4676;40000.0;"F-URSS2";"A388";"SIN";"ZRH";"2016-02-22 14:21:24"
357;"8e302ca";"A1EE27";34.2039;-86.8913;40000.0;"T-MLAT2";"B737";"ATL";"MCI";"2016-02-22 14:21:24"
358;"8e2f941";"A92AE9";36.3521;-77.3667;39994.0;"T-MLAT2";"CRJ7";"LGA";"SAV";"2016-02-22 14:21:24"
359;"8e2c391";"A4E146";35.6774;-106.2992;38000.0;"T-KABQ2";"B737";"ATL";"LAS";"2016-02-22 14:21:24"
360;"8e2ee73";"ACC1EE";26.6923;-83.2507;38999.0;"T-MLAT2";"B738";"IAH";"MIA";"2016-02-22 14:21:24"
361;"8e1e35e";"885155";40.8844;25.6477;39925.0;"F-LTBL3";"B772";"BKK";"FCO";"2016-02-22 14:21:24"
362;"8e2ee78";"A2D76A";33.252;-85.4336;41000.0;"T-MLAT2";"B737";"MKE";"TPA";"2016-02-22 14:21:24"
363;"8e2c004";"C058D5";50.0808;-107.5082;39975.0;"F-CYYN1";"B788";"YYZ";"YVR";"2016-02-22 14:21:24"
364;"8e2f70b";"880851";19.1698;101.5591;37025.0;"F-VTCC1";"A320";"DMK";"XIY";"2016-02-22 14:21:24"
365;"8e2309d";"040103";51.3971;-0.6917;40000.0;"F-EGMC2";"B788";"ADD";"DUB";"2016-02-22 14:21:24"
366;"8e2c2ea";"4CA0FC";48.706;-44.7056;37000.0;"T-FAA1";"A332";"JFK";"DUB";"2016-02-22 14:21:24"
367;"8e2f013";"800B8C";26.3812;88.1235;37000.0;"F-VEBD1";"A320";"DEL";"GAU";"2016-02-22 14:21:24"
368;"8e26d5e";"484AD0";27.8519;52.8234;39000.0;"F-OISS1";"B738";"AMS";"DWC";"2016-02-22 14:21:24"
369;"8e2b715";"748017";46.8257;15.5187;40000.0;"F-LQBK1";"A332";"BEY";"CDG";"2016-02-22 14:21:24"
370;"8e2c626";"A7BCE2";39.2122;-90.8725;39025.0;"T-MLAT2";"B752";"LAX";"EWR";"2016-02-22 14:21:24"
371;"8e2ed18";"C02205";44.6596;-132.3232;37000.0;"T-F5M";"B763";"YVR";"OGG";"2016-02-22 14:21:24"
372;"8e1f7df";"4D0109";-21.2561;27.3685;37000.0;"F-FAPI2";"B744";"LUX";"JNB";"2016-02-22 14:21:24"
373;"8e30076";"7C6B13";-28.7576;152.6268;37650.0;"T-YTWB1";"A320";"MCY";"SYD";"2016-02-22 14:21:24"
374;"8e30075";"ACFA3D";42.0154;-77.4261;40000.0;"T-MLAT2";"B737";"LGA";"MKE";"2016-02-22 14:21:24"
375;"8e2a405";"76CECE";-24.22;123.0276;37000.0;"F-YPNW1";"B772";"SIN";"SYD";"2016-02-22 14:21:24"
376;"8e2a407";"8674F0";23.5049;172.8199;37500.0;"T-F5M";"B772";"HNL";"KIX";"2016-02-22 14:21:24"
377;"8e2831c";"89613B";35.046;20.3289;40000.0;"F-LGKL1";"A332";"AUH";"MAD";"2016-02-22 14:21:24"
378;"8e29570";"396444";41.37;5.111;40000.0;"F-LFCI1";"A332";"ABV";"CDG";"2016-02-22 14:21:24"
379;"8e2dfe4";"8991A1";32.9689;134.8108;38975.0;"F-RJOT2";"B744";"TPE";"NRT";"2016-02-22 14:21:24"
380;"8e2430c";"45AC41";47.7801;105.465;37100.0;"F-ZMUB5";"A343";"CPH";"PEK";"2016-02-22 14:21:24"
381;"8e2d44a";"C0176F";41.4181;-119.6447;40000.0;"T-F5M";"B737";"SJD";"YVR";"2016-02-22 14:21:24"
382;"8e2f4e0";"885308";13.2674;99.8832;38000.0;"F-VTBS1";"A320";"CNX";"HKT";"2016-02-22 14:21:24"
383;"8e26ded";"3949E5";21.0958;-128.4728;37000.0;"T-F5M";"B772";"PPT";"LAX";"2016-02-22 14:21:24"
384;"8e1ecff";"AAF0C6";52.6656;140.0857;38000.0;"F-UHKK2";"B788";"LAX";"PVG";"2016-02-22 14:21:24"
385;"8e1bbce";"3C6508";51.0439;17.4831;38000.0;"N-EPLL1";"A346";"PVG";"MUC";"2016-02-22 14:21:24"
386;"8e2fc68";"76CE99";6.0377;104.0207;38000.0;"F-WMKN1";"A333";"SIN";"SGN";"2016-02-22 14:21:24"
387;"8e2fc65";"A70C91";35.3945;-109.0729;39000.0;"T-MLAT2";"B737";"LAS";"DAL";"2016-02-22 14:21:24"
388;"8e251da";"4844E7";53.9046;-11.731;39000.0;"T-EIKN2";"A332";"ATL";"AMS";"2016-02-22 14:21:24"
389;"8e2ddc5";"E48162";-9.7365;-36.9998;37000.0;"F-SBAR3";"B738";"GIG";"NAT";"2016-02-22 14:21:24"
390;"8e2cd88";"A79E17";29.2427;-135.0508;39000.0;"T-F5M";"B763";"LIH";"LAX";"2016-02-22 14:21:24"
391;"8e2fa61";"88801A";15.4998;109.2013;39000.0;"F-VVDN1";"B772";"SGN";"PVG";"2016-02-22 14:21:24"
392;"8e2fa60";"84013F";34.9448;134.4527;39975.0;"T-MLAT5";"B772";"HND";"";"2016-02-22 14:21:24"
393;"8e2d719";"780A49";36.6198;115.1782;37100.0;"F-ZBHD1";"A333";"HKG";"PEK";"2016-02-22 14:21:24"
394;"8e299af";"48506C";42.1009;-53.9415;39000.0;"T-F5M";"B788";"CUN";"AMS";"2016-02-22 14:21:24"
395;"8e1c62e";"484003";54.5248;10.2945;38000.0;"F-EKBI2";"B744";"PVG";"AMS";"2016-02-22 14:21:24"
396;"8e2f8ec";"8007F7";23.9406;74.045;38975.0;"F-VAAH5";"A320";"BOM";"DEL";"2016-02-22 14:21:24"
397;"8e2c609";"392F34";34.3146;1.2833;38000.0;"F-LEAL3";"A343";"BKO";"CDG";"2016-02-22 14:21:24"
398;"8e27c2b";"71BE11";3.3625;141.528;38000.0;"T-FAA1";"A388";"SYD";"ICN";"2016-02-22 14:21:24"
399;"8e2f57a";"7C6DEA";-18.118;132.9352;39000.0;"F-YTNK1";"B738";"DRW";"ADL";"2016-02-22 14:21:24"
400;"8e2f57b";"A1D1D0";33.3516;-98.5586;38999.0;"T-MLAT2";"B737";"DEN";"HOU";"2016-02-22 14:21:24"
401;"8e2f069";"80064D";27.2419;62.8281;37000.0;"T-EST1";"A320";"DXB";"DEL";"2016-02-22 14:21:24"
402;"8e2c3a0";"A0A91E";47.8365;-50.883;38000.0;"T-CYQX1";"B752";"EWR";"DUB";"2016-02-22 14:21:24"
403;"8e2c3a5";"A441D6";19.9845;-70.7013;37000.0;"T-MLAT2";"B738";"JFK";"SDQ";"2016-02-22 14:21:24"
404;"8e2f2e1";"8A0505";-6.1529;114.2967;39000.0;"F-WRBB2";"B738";"CGK";"UPG";"2016-02-22 14:21:24"
405;"8e2e159";"ABC51C";29.7409;-112.5698;37975.0;"F-MMHO1";"B738";"GDL";"SMF";"2016-02-22 14:21:24"
